User_U,User_V,Utility,Social
2117,136,0.8647,0.4742
136,2127,0.3495,0.7243
2127,136,0.0814,0.2684
136,2128,0.7882,0.8835
2128,136,0.6811,0.1828
136,2133,0.681,0.7722
2133,136,0.6478,0.8618
136,2135,0.5495,0.4952
2135,136,0.8739,0.5391
136,2138,0.7773,0.7796
2138,136,0.1321,0.452
136,2143,0.3688,0.8308
2143,136,0.0483,0.2138
136,2153,0.9064,0.3021
2153,136,0.534,0.7419
136,2157,0.7802,0.766
2157,136,0.2859,0.4232
136,2171,0.7717,0.9406
2171,136,0.0625,0.0745
136,2174,0.1061,0.7747
2174,136,0.8342,0.1422
136,2180,0.3805,0.7602
2180,136,0.8051,0.3234
136,2183,0.8902,0.2932
2183,136,0.3048,0.7165
136,2187,0.0013,0.5724
2187,136,0.1804,0.8714
136,2189,0.4491,0.578
2189,136,0.2444,0.4975
136,2199,0.999,0.482
2199,136,0.1247,0.7406
136,2203,0.3933,0.2147
2203,136,0.1613,0.545
136,2223,0.7524,0.7933
2223,136,0.9405,0.5654
136,2224,0.7547,0.4115
2224,136,0.039,0.3953
136,2225,0.0184,0.9962
2225,136,0.3131,0.743
136,2247,0.205,0.7826
2247,136,0.5654,0.7578
136,2250,0.7247,0.1535
2250,136,0.0558,0.7549
136,2254,0.553,0.4421
2254,136,0.6134,0.1353
136,2264,0.475,0.2009
2264,136,0.1423,0.4635
136,2267,0.5155,0.8496
2267,136,0.827,0.1024
136,2268,0.5282,0.7324
2268,136,0.501,0.4988
136,2279,0.9104,0.2936
2279,136,0.5737,0.8591
136,2283,0.7425,0.7002
2283,136,0.4317,0.3857
136,2284,0.8227,0.2844
2284,136,0.9901,0.6895
136,2289,0.202,0.0679
2289,136,0.1753,0.1906
136,2292,0.2487,0.7823
2292,136,0.2308,0.3261
136,2302,0.5535,0.5201
2302,136,0.7167,0.7184
136,2319,0.8296,0.6098
2319,136,0.1605,0.8124
136,2327,0.6641,0.7864
2327,136,0.5369,0.9192
136,2336,0.7346,0.8592
2336,136,0.131,0.0631
136,2337,0.7933,0.2308
2337,136,0.703,0.2008
136,2364,0.9787,0.4081
2364,136,0.6802,0.5701
136,2378,0.4512,0.076
2378,136,0.2869,0.1641
136,2384,0.6525,0.3186
2384,136,0.9136,0.6065
136,2398,0.2188,0.6595
2398,136,0.1463,0.5498
136,2417,0.1299,0.4396
2417,136,0.7083,0.0226
136,2436,0.1643,0.2296
2436,136,0.8729,0.5622
136,2445,0.4421,0.9415
2445,136,0.0525,0.5756
136,2447,0.7424,0.693
2447,136,0.791,0.3831
136,2451,0.7241,0.8432
2451,136,0.9374,0.37
136,2458,0.9626,0.4528
2458,136,0.798,0.7923
136,2459,0.9529,0.33
2459,136,0.1983,0.6879
136,2461,0.1739,0.3101
2461,136,0.3333,0.7658
136,2463,0.2657,0.9584
2463,136,0.7124,0.6233
136,2471,0.3652,0.2554
2471,136,0.3412,0.3729
136,2472,0.6807,0.9018
2472,136,0.8373,0.4119
136,2475,0.8902,0.7485
2475,136,0.5752,0.3813
136,2491,0.5939,0.1311
2491,136,0.359,0.2896
136,2494,0.0655,0.5153
2494,136,0.9852,0.9235
136,2498,0.1626,0.1255
2498,136,0.9104,0.7854
136,2502,0.9826,0.2267
2502,136,0.6313,0.2703
136,2508,0.2765,0.3909
2508,136,0.9737,0.1215
136,2510,0.9561,0.2776
2510,136,0.7652,0.4399
136,2511,0.5246,0.7099
2511,136,0.086,0.2804
136,2529,0.1106,0.8041
2529,136,0.2768,0.1636
136,2533,0.5933,0.7671
2533,136,0.7561,0.8887
136,2538,0.8928,0.6133
2538,136,0.2141,0.5013
136,2543,0.1969,0.1961
2543,136,0.6495,0.4668
136,2547,0.9422,0.9235
2547,136,0.2687,0.6156
136,2571,0.4478,0.4465
2571,136,0.4451,0.3637
136,2583,0.5579,0.2635
2583,136,0.2652,0.0968
136,2589,0.799,0.8172
2589,136,0.8785,0.6023
136,2598,0.9772,0.1964
2598,136,0.0517,0.7083
136,2617,0.0498,0.7228
2617,136,0.6426,0.7696
136,2629,0.2704,0.0183
2629,136,0.6477,0.4399
136,2635,0.3753,0.3274
2635,136,0.3095,0.8691
136,2636,0.489,0.9919
2636,136,0.3697,0.3716
136,2640,0.9334,0.2723
2640,136,0.3521,0.1707
136,2643,0.5725,0.9047
2643,136,0.7055,0.7304
136,2647,0.5959,0.3082
2647,136,0.8724,0.8963
136,2649,0.9362,0.6936
2649,136,0.8989,0.0847
136,2653,0.6615,0.4864
2653,136,0.8387,0.504
136,2660,0.3187,0.3658
2660,136,0.2178,0.9503
137,140,0.93,0.1592
140,137,0.0882,0.7237
137,167,0.4517,0.325
167,137,0.8919,0.8977
137,214,0.424,0.8279
214,137,0.233,0.0667
137,243,0.2537,0.8527
243,137,0.4642,0.5821
137,289,0.3482,0.2789
289,137,0.209,0.3024
137,310,0.3655,0.5303
310,137,0.605,0.5965
137,312,0.1131,0.4612
312,137,0.9645,0.6201
137,326,0.7546,0.4236
326,137,0.1526,0.9674
137,337,0.8027,0.4117
337,137,0.4649,0.9568
139,159,0.4804,0.6215
159,139,0.2792,0.5971
139,184,0.9151,0.3371
184,139,0.9495,0.9874
139,197,0.1164,0.092
197,139,0.5533,0.3911
139,251,0.3484,0.6525
251,139,0.6633,0.6143
139,281,0.53,0.6389
281,139,0.5171,0.4563
139,284,0.315,0.8087
284,139,0.3986,0.1283
139,320,0.746,0.7008
320,139,0.418,0.3918
140,144,0.2945,0.6229
144,140,0.4724,0.73
140,214,0.857,0.0284
214,140,0.5001,0.9748
140,312,0.2936,0.0231
312,140,0.4784,0.446
140,326,0.9008,0.053
326,140,0.8417,0.7051
141,172,0.9745,0.5478
172,141,0.3923,0.5577
141,199,0.3335,0.2518
199,141,0.1329,0.2818
141,224,0.9424,0.1786
224,141,0.0202,0.8073
141,236,0.3507,0.1746
236,141,0.1628,0.6096
141,239,0.4152,0.5208
239,141,0.1959,0.7573
141,257,0.6009,0.8285
257,141,0.4076,0.5156
141,258,0.0639,0.5243
258,141,0.8984,0.8623
141,271,0.8657,0.1755
271,141,0.7975,0.1104
141,272,0.1339,0.3201
272,141,0.9053,0.3279
141,276,0.9562,0.2112
276,141,0.9597,0.3031
141,280,0.9614,0.9537
280,141,0.821,0.227
141,291,0.0092,0.0827
291,141,0.1687,0.83
141,304,0.0975,0.4779
304,141,0.4655,0.5428
141,323,0.6277,0.4179
323,141,0.3332,0.7546
142,158,0.6936,0.0367
158,142,0.5929,0.5804
142,161,0.5853,0.1835
161,142,0.685,0.7902
142,169,0.3967,0.2943
169,142,0.7926,0.5355
142,170,0.588,0.8173
170,142,0.8432,0.2697
142,186,0.7507,0.3764
186,142,0.6215,0.5818
142,188,0.2542,0.9062
188,142,0.0613,0.9361
142,200,0.7376,0.7558
200,142,0.1798,0.8798
142,203,0.7262,0.6303
203,142,0.5594,0.3775
142,236,0.837,0.8045
236,142,0.4153,0.3549
142,239,0.8845,0.0524
239,142,0.4578,0.4729
142,252,0.7447,0.9561
252,142,0.3472,0.5641
142,271,0.4753,0.4949
271,142,0.3128,0.5583
142,277,0.2179,0.2541
277,142,0.8968,0.8769
142,280,0.5683,0.554
280,142,0.007,0.1265
142,285,0.62,0.5069
285,142,0.8368,0.0238
142,297,0.1087,0.8748
297,142,0.0801,0.686
142,303,0.9232,0.4668
303,142,0.4015,0.8993
142,308,0.164,0.5712
308,142,0.2634,0.8232
142,315,0.3511,0.0771
315,142,0.7962,0.3601
142,322,0.4245,0.9308
322,142,0.6429,0.7317
142,323,0.3453,0.5225
323,142,0.2047,0.6775
142,332,0.9608,0.7228
332,142,0.8118,0.7207
142,334,0.9319,0.5541
334,142,0.208,0.1076
142,345,0.0821,0.5309
345,142,0.2062,0.676
143,175,0.1358,0.8918
175,143,0.5104,0.002
143,177,0.1473,0.0518
177,143,0.9631,0.8143
143,225,0.8662,0.7965
225,143,0.8744,0.1688
143,227,0.4537,0.434
227,143,0.4231,0.8305
143,278,0.997,0.3757
278,143,0.2565,0.6703
143,321,0.9976,0.3981
321,143,0.2799,0.9527
144,149,0.6276,0.0164
149,144,0.0543,0.0197
144,151,0.8711,0.9343
151,144,0.927,0.7616
144,226,0.7307,0.4232
226,144,0.2027,0.5779
144,312,0.865,0.6634
312,144,0.9566,0.5629
144,326,0.3806,0.8332
326,144,0.0509,0.433
144,343,0.6975,0.1306
343,144,0.6266,0.7944
145,179,0.7357,0.6656
179,145,0.4885,0.0807
146,148,0.9502,0.1162
148,146,0.0032,0.6642
146,285,0.948,0.4315
285,146,0.4306,0.9943
146,313,0.5144,0.698
313,146,0.9165,0.7447
146,317,0.2484,0.4873
317,146,0.3298,0.1372
146,339,0.4553,0.8216
339,146,0.7551,0.4114
147,219,0.2152,0.6414
219,147,0.6407,0.4485
147,319,0.2617,0.9091
319,147,0.3177,0.5439
148,176,0.4937,0.8618
176,148,0.6034,0.9993
148,185,0.7985,0.9755
185,148,0.9519,0.4949
148,224,0.5716,0.6802
224,148,0.6143,0.6746
148,229,0.815,0.4534
229,148,0.0426,0.6653
148,261,0.9608,0.247
261,148,0.9322,0.7056
148,271,0.787,0.4412
271,148,0.9178,0.2437
148,272,0.2507,0.4364
272,148,0.8622,0.236
148,339,0.551,0.6859
339,148,0.4967,0.5955
149,162,0.075,0.5113
162,149,0.628,0.3538
149,226,0.2014,0.5893
226,149,0.4088,0.1483
149,312,0.9425,0.8415
312,149,0.4545,0.0707
149,326,0.1383,0.8308
326,149,0.9858,0.0356
149,333,0.4302,0.29
333,149,0.4665,0.1688
149,343,0.2082,0.8065
343,149,0.1305,0.2782
150,163,0.7963,0.3265
163,150,0.1896,0.9137
150,171,0.2234,0.3191
171,150,0.8847,0.3685
150,189,0.9408,0.8193
189,150,0.5893,0.2388
150,217,0.3103,0.6766
217,150,0.667,0.5849
150,324,0.1149,0.6872
324,150,0.2658,0.9693
150,329,0.8145,0.7583
329,150,0.9494,0.1554
151,310,0.4543,0.3575
310,151,0.0357,0.7587
151,312,0.1117,0.4211
312,151,0.7738,0.4683
152,181,0.7336,0.3423
181,152,0.4988,0.5391
152,275,0.9396,0.2014
275,152,0.5561,0.1462
152,339,0.0438,0.693
339,152,0.0858,0.0401
153,280,0.0355,0.795
280,153,0.3458,0.1805
154,219,0.4334,0.1799
219,154,0.4073,0.0916
155,157,0.1783,0.2598
157,155,0.3889,0.3072
156,188,0.4585,0.7995
188,156,0.3447,0.8443
156,235,0.7411,0.5131
235,156,0.2558,0.2621
156,258,0.3234,0.6866
258,156,0.75,0.0679
156,272,0.0191,0.9292
272,156,0.4538,0.8355
156,295,0.7687,0.4002
295,156,0.2845,0.0993
158,168,0.6209,0.4368
168,158,0.8258,0.7046
158,232,0.1638,0.5954
232,158,0.6567,0.4595
158,242,0.8268,0.282
242,158,0.9728,0.7131
158,248,0.6326,0.3416
248,158,0.7039,0.7042
158,291,0.2247,0.2124
291,158,0.0727,0.4798
158,304,0.754,0.8084
304,158,0.8914,0.6182
158,315,0.2574,0.911
315,158,0.5864,0.2888
158,317,0.0056,0.647
317,158,0.6893,0.8224
158,322,0.3689,0.0499
322,158,0.7088,0.5444
158,325,0.9671,0.0587
325,158,0.5037,0.1755
158,332,0.5874,0.5804
332,158,0.6311,0.1626
158,339,0.6132,0.5374
339,158,0.8772,0.7682
159,172,0.7164,0.9401
172,159,0.6379,0.2149
159,184,0.2575,0.7771
184,159,0.8459,0.2106
159,197,0.9316,0.7855
197,159,0.3396,0.6565
159,272,0.7229,0.2041
272,159,0.5072,0.2929
159,277,0.9536,0.3204
277,159,0.7959,0.3202
159,281,0.0806,0.6926
281,159,0.2096,0.6998
159,284,0.4108,0.1426
284,159,0.0118,0.4658
159,320,0.5192,0.2389
320,159,0.3339,0.4593
159,345,0.3943,0.6888
345,159,0.4544,0.6272
160,260,0.9639,0.2233
260,160,0.9358,0.249
161,199,0.874,0.5632
199,161,0.3958,0.2228
161,203,0.5528,0.3385
203,161,0.0449,0.4854
161,213,0.3387,0.5434
213,161,0.8176,0.4745
161,252,0.3307,0.0501
252,161,0.3981,0.4187
161,258,0.1159,0.1921
258,161,0.864,0.6979
161,271,0.7342,0.6762
271,161,0.3727,0.2636
161,277,0.4497,0.5019
277,161,0.8454,0.0221
161,304,0.3896,0.0012
304,161,0.6748,0.8393
161,308,0.8576,0.0646
308,161,0.6373,0.5948
161,314,0.353,0.4214
314,161,0.8284,0.5366
161,322,0.977,0.8937
322,161,0.87,0.4623
161,325,0.6367,0.1805
325,161,0.8615,0.3455
161,339,0.7145,0.4973
339,161,0.1348,0.0158
162,312,0.4676,0.7937
312,162,0.8082,0.5049
162,326,0.7743,0.8188
326,162,0.7848,0.3518
162,333,0.7981,0.363
333,162,0.3416,0.0216
162,343,0.8842,0.4633
343,162,0.0377,0.9177
163,173,0.7577,0.2348
173,163,0.0076,0.0013
163,249,0.8147,0.5791
249,163,0.8551,0.5062
164,285,0.4276,0.2368
285,164,0.311,0.0034
165,169,0.4996,0.8295
169,165,0.5873,0.4789
165,188,0.3724,0.4097
188,165,0.6341,0.4893
165,200,0.4317,0.7266
200,165,0.9588,0.7449
165,334,0.6962,0.3756
334,165,0.1782,0.9352
165,342,0.8577,0.0307
342,165,0.3609,0.8035
166,173,0.7712,0.1155
173,166,0.4662,0.9554
166,198,0.0262,0.8038
198,166,0.721,0.3971
166,202,0.2724,0.4525
202,166,0.707,0.7852
167,243,0.1174,0.7558
243,167,0.806,0.9899
167,310,0.5222,0.0302
310,167,0.5177,0.4322
167,337,0.3,0.6617
337,167,0.8045,0.6461
168,277,0.9228,0.7967
277,168,0.247,0.1018
168,291,0.6402,0.724
291,168,0.411,0.9768
168,304,0.0773,0.0072
304,168,0.5802,0.6301
168,339,0.4242,0.6703
339,168,0.0424,0.6441
168,347,0.6135,0.5665
347,168,0.5294,0.8569
169,185,0.6395,0.1044
185,169,0.3739,0.2159
169,236,0.1074,0.235
236,169,0.5181,0.4921
169,239,0.2864,0.347
239,169,0.8618,0.5438
169,248,0.7583,0.7496
248,169,0.8007,0.0683
169,252,0.898,0.1532
252,169,0.7871,0.216
169,257,0.5827,0.0968
257,169,0.1432,0.0965
169,271,0.1351,0.5197
271,169,0.7045,0.268
169,277,0.2594,0.8555
277,169,0.3575,0.7665
169,280,0.3513,0.1755
280,169,0.733,0.5922
169,291,0.8841,0.1939
291,169,0.1917,0.4308
169,315,0.1325,0.0505
315,169,0.8271,0.8962
169,318,0.5197,0.6923
318,169,0.2897,0.5977
169,322,0.6115,0.7296
322,169,0.0052,0.3452
169,332,0.2785,0.9147
332,169,0.6389,0.8144
169,334,0.1142,0.9698
334,169,0.6007,0.8402
170,176,0.1027,0.3
176,170,0.0585,0.815
170,185,0.1407,0.5191
185,170,0.1827,0.009
170,186,0.9705,0.3654
186,170,0.8077,0.9891
170,188,0.7801,0.2934
188,170,0.5572,0.9873
170,200,0.9757,0.9578
200,170,0.244,0.7366
170,203,0.1429,0.0091
203,170,0.6577,0.0135
170,211,0.1356,0.4205
211,170,0.0051,0.0548
170,223,0.3585,0.7329
223,170,0.7318,0.9811
170,239,0.4697,0.1618
239,170,0.5026,0.151
170,250,0.8111,0.7964
250,170,0.316,0.2304
170,252,0.3574,0.7234
252,170,0.9229,0.2367
170,260,0.2273,0.4908
260,170,0.7436,0.5946
170,268,0.2259,0.6842
268,170,0.9388,0.615
170,271,0.5062,0.0696
271,170,0.9145,0.2619
170,274,0.1131,0.3635
274,170,0.9588,0.4357
170,277,0.8638,0.1931
277,170,0.763,0.5366
170,285,0.6452,0.625
285,170,0.9656,0.4432
170,290,0.0193,0.1854
290,170,0.4763,0.0914
170,304,0.1569,0.777
304,170,0.6478,0.3016
170,313,0.0586,0.7483
313,170,0.6627,0.9484
170,315,0.2895,0.9867
315,170,0.2141,0.2878
170,322,0.4996,0.8648
322,170,0.8911,0.1431
170,323,0.3073,0.2872
323,170,0.6125,0.2288
170,332,0.6471,0.7297
332,170,0.8717,0.7099
170,334,0.9675,0.3967
334,170,0.6694,0.2687
170,341,0.4059,0.5137
341,170,0.3773,0.4743
170,342,0.8265,0.6003
342,170,0.076,0.826
171,189,0.5228,0.8988
189,171,0.9353,0.79
171,217,0.8932,0.3477
217,171,0.2845,0.8992
171,904,0.1126,0.0521
904,171,0.8727,0.0342
171,1171,0.9218,0.614
1171,171,0.4763,0.7123
171,1193,0.1038,0.0507
1193,171,0.7287,0.4056
171,1297,0.5154,0.5673
1297,171,0.13,0.1191
171,1387,0.5294,0.938
1387,171,0.6313,0.3852
171,1486,0.7731,0.8709
1486,171,0.375,0.4063
171,1549,0.7158,0.0491
1549,171,0.5405,0.1951
171,1684,0.4318,0.8695
1684,171,0.9614,0.2878
171,2704,0.3988,0.525
2704,171,0.144,0.6778
171,2740,0.0473,0.3532
2740,171,0.2966,0.3722
171,2838,0.4416,0.4718
2838,171,0.7115,0.7967
171,2885,0.8577,0.4735
2885,171,0.7967,0.484
171,3003,0.7151,0.8468
3003,171,0.2149,0.6867
171,3290,0.1633,0.272
3290,171,0.4991,0.4354
172,199,0.7183,0.5084
199,172,0.4598,0.0739
172,203,0.1034,0.6439
203,172,0.3975,0.0583
172,211,0.8689,0.3673
211,172,0.2999,0.7345
172,212,0.8574,0.8076
212,172,0.6977,0.6962
172,223,0.5902,0.0959
223,172,0.0156,0.9304
172,231,0.4496,0.0795
231,172,0.3906,0.5189
172,232,0.2691,0.0965
232,172,0.6479,0.4411
172,238,0.1889,0.9266
238,172,0.1779,0.6509
172,239,0.4366,0.5104
239,172,0.1717,0.0334
172,252,0.1942,0.639
252,172,0.2235,0.4656
172,261,0.424,0.2768
261,172,0.101,0.2635
172,265,0.3596,0.9421
265,172,0.806,0.5127
172,268,0.7617,0.6579
268,172,0.4437,0.2852
172,271,0.9842,0.7226
271,172,0.2033,0.8734
172,277,0.5003,0.1966
277,172,0.198,0.611
172,298,0.299,0.8259
298,172,0.2994,0.8642
172,304,0.6488,0.0766
304,172,0.7745,0.5151
172,308,0.8959,0.7258
308,172,0.2888,0.8149
172,313,0.7508,0.475
313,172,0.6114,0.9271
172,325,0.891,0.3535
325,172,0.2911,0.4431
172,329,0.1141,0.7726
329,172,0.1881,0.2088
172,331,0.7241,0.2483
331,172,0.8844,0.6935
172,332,0.5974,0.8798
332,172,0.8359,0.1075
172,342,0.5516,0.2141
342,172,0.9451,0.4455
173,202,0.7994,0.5561
202,173,0.7018,0.1884
173,348,0.6784,0.8886
348,173,0.4265,0.1607
173,414,0.8477,0.5468
414,173,0.4516,0.8359
173,427,0.9875,0.9311
427,173,0.9363,0.8749
173,464,0.944,0.2835
464,173,0.4769,0.9588
173,549,0.9107,0.2165
549,173,0.8179,0.1165
173,649,0.4789,0.4693
649,173,0.8004,0.2798
174,293,0.474,0.0293
293,174,0.4239,0.9481
175,177,0.0301,0.3001
177,175,0.2428,0.1528
175,225,0.7116,0.351
225,175,0.1914,0.471
175,227,0.2399,0.6188
227,175,0.2105,0.6494
175,263,0.3401,0.7285
263,175,0.8008,0.2751
175,277,0.5783,0.8231
277,175,0.251,0.2264
175,278,0.7715,0.411
278,175,0.1562,0.1653
175,296,0.1151,0.7705
296,175,0.925,0.4891
175,321,0.6806,0.7646
321,175,0.9944,0.5864
176,188,0.6855,0.8626
188,176,0.2918,0.5589
176,239,0.378,0.1978
239,176,0.7074,0.644
176,271,0.3342,0.8594
271,176,0.9738,0.0539
176,290,0.4644,0.5829
290,176,0.4486,0.1572
177,225,0.5316,0.7169
225,177,0.7269,0.5293
177,227,0.0366,0.458
227,177,0.726,0.1579
177,278,0.8751,0.3748
278,177,0.4569,0.0317
178,186,0.502,0.3514
186,178,0.2068,0.3444
178,206,0.2494,0.1025
206,178,0.6186,0.3844
178,213,0.0556,0.1032
213,178,0.7365,0.5198
178,231,0.7268,0.6377
231,178,0.5263,0.8918
178,272,0.5166,0.6516
272,178,0.0107,0.3026
178,303,0.446,0.9827
303,178,0.6158,0.8038
178,322,0.0538,0.1571
322,178,0.8381,0.6134
178,329,0.5884,0.0135
329,178,0.7193,0.6876
178,345,0.0861,0.9272
345,178,0.401,0.4831
180,187,0.2024,0.577
187,180,0.5249,0.1004
180,194,0.1821,0.8594
194,180,0.335,0.5101
180,196,0.16,0.7933
196,180,0.9643,0.0697
180,204,0.8292,0.25
204,180,0.8684,0.1089
180,242,0.5852,0.0519
242,180,0.0028,0.0016
180,249,0.1031,0.2026
249,180,0.9568,0.1757
180,254,0.2517,0.5118
254,180,0.2006,0.665
180,266,0.6585,0.3593
266,180,0.9792,0.3672
180,299,0.064,0.1446
299,180,0.9991,0.3565
180,302,0.4238,0.4304
302,180,0.8496,0.3333
180,346,0.0618,0.8793
346,180,0.6349,0.3478
181,195,0.8209,0.293
195,181,0.0659,0.8971
181,218,0.1219,0.8917
218,181,0.9473,0.2402
181,273,0.9135,0.4046
273,181,0.5655,0.9847
181,275,0.5382,0.8859
275,181,0.7159,0.8578
181,306,0.5777,0.6379
306,181,0.2776,0.4447
181,328,0.9728,0.0985
328,181,0.4628,0.8388
182,253,0.6338,0.1088
253,182,0.959,0.4291
184,197,0.2721,0.3109
197,184,0.5171,0.66
184,251,0.1784,0.7844
251,184,0.9655,0.7924
184,272,0.765,0.7829
272,184,0.4906,0.502
184,281,0.1825,0.9561
281,184,0.9906,0.7961
184,284,0.7731,0.3732
284,184,0.7887,0.7287
184,309,0.5294,0.2898
309,184,0.2328,0.329
184,320,0.5621,0.8044
320,184,0.3962,0.4859
184,329,0.3237,0.4856
329,184,0.8822,0.0323
184,346,0.3316,0.2417
346,184,0.3903,0.0041
185,188,0.1369,0.5298
188,185,0.8936,0.9212
185,200,0.4093,0.0356
200,185,0.9932,0.1602
185,271,0.2476,0.7274
271,185,0.4416,0.8544
185,272,0.7405,0.6143
272,185,0.9897,0.8806
185,274,0.5544,0.1743
274,185,0.4263,0.8071
185,280,0.4347,0.0056
280,185,0.7326,0.9704
185,285,0.0167,0.7017
285,185,0.9959,0.8451
185,290,0.765,0.0913
290,185,0.6664,0.9944
185,297,0.7345,0.3046
297,185,0.778,0.6451
185,315,0.3522,0.2487
315,185,0.3256,0.6186
185,322,0.2602,0.9616
322,185,0.987,0.7703
185,344,0.8479,0.1621
344,185,0.9433,0.8917
186,188,0.612,0.0781
188,186,0.1123,0.0187
186,199,0.1826,0.6467
199,186,0.8552,0.5939
186,200,0.0686,0.8819
200,186,0.6569,0.9224
186,203,0.7404,0.3122
203,186,0.2159,0.9325
186,213,0.9051,0.6975
213,186,0.1339,0.9828
186,221,0.0621,0.0583
221,186,0.9579,0.2662
186,222,0.679,0.9042
222,186,0.2749,0.7967
186,223,0.1426,0.7082
223,186,0.4512,0.0325
186,236,0.5366,0.5919
236,186,0.5965,0.2328
186,239,0.6224,0.7394
239,186,0.4211,0.4348
186,252,0.1177,0.0292
252,186,0.6315,0.6755
186,271,0.8379,0.3939
271,186,0.2097,0.3667
186,272,0.6757,0.1342
272,186,0.7884,0.6752
186,277,0.1827,0.1874
277,186,0.1877,0.0187
186,285,0.683,0.6258
285,186,0.1145,0.5095
186,303,0.5423,0.8019
303,186,0.3595,0.5656
186,322,0.4451,0.7854
322,186,0.8232,0.8605
186,323,0.6719,0.8716
323,186,0.4855,0.1398
186,325,0.5126,0.7533
325,186,0.4641,0.2578
186,331,0.0678,0.7949
331,186,0.7261,0.402
186,341,0.4333,0.5896
341,186,0.005,0.6797
186,345,0.4773,0.9495
345,186,0.8917,0.8076
187,194,0.6746,0.8997
194,187,0.8346,0.1889
187,242,0.5665,0.1831
242,187,0.6327,0.9459
187,249,0.9549,0.8609
249,187,0.0052,0.7616
187,254,0.3915,0.6248
254,187,0.9943,0.4826
187,266,0.6629,0.9029
266,187,0.5572,0.088
187,299,0.4009,0.4534
299,187,0.6482,0.6185
187,302,0.4886,0.3244
302,187,0.3171,0.8716
187,346,0.3966,0.2939
346,187,0.5335,0.7207
188,200,0.3757,0.569
200,188,0.2924,0.0999
188,208,0.0065,0.1104
208,188,0.3392,0.6791
188,223,0.237,0.0065
223,188,0.4666,0.1656
188,224,0.2229,0.4572
224,188,0.9933,0.0531
188,239,0.1944,0.5408
239,188,0.2379,0.1407
188,252,0.4339,0.232
252,188,0.0056,0.6508
188,258,0.9545,0.045
258,188,0.7971,0.8134
188,271,0.7017,0.4432
271,188,0.6091,0.6953
188,272,0.3563,0.8743
272,188,0.2961,0.7985
188,274,0.0803,0.9319
274,188,0.892,0.9575
188,277,0.4001,0.2429
277,188,0.9429,0.0092
188,280,0.8637,0.2274
280,188,0.2097,0.4839
188,285,0.3601,0.2745
285,188,0.865,0.6362
188,290,0.4767,0.2775
290,188,0.9115,0.8598
188,291,0.8208,0.6795
291,188,0.2931,0.29
188,297,0.667,0.3993
297,188,0.7258,0.3618
188,304,0.4325,0.0247
304,188,0.9829,0.786
188,315,0.9033,0.7297
315,188,0.7809,0.1
188,322,0.0533,0.8084
322,188,0.3025,0.2726
188,323,0.519,0.85
323,188,0.9502,0.4638
188,334,0.5199,0.2293
334,188,0.6123,0.3588
188,341,0.1528,0.3105
341,188,0.0335,0.9985
188,342,0.7937,0.3136
342,188,0.2663,0.1593
189,217,0.6454,0.2652
217,189,0.47,0.78
190,229,0.209,0.1812
229,190,0.8713,0.5611
192,205,0.7949,0.588
205,192,0.4589,0.2235
193,259,0.2434,0.2027
259,193,0.9781,0.4388
194,196,0.7631,0.5571
196,194,0.7365,0.5681
194,204,0.8652,0.9986
204,194,0.6435,0.1948
194,242,0.8444,0.6887
242,194,0.1166,0.5371
194,249,0.0364,0.6848
249,194,0.2661,0.0864
194,254,0.3775,0.0886
254,194,0.3478,0.3749
194,266,0.6125,0.6132
266,194,0.134,0.2508
194,299,0.6433,0.6493
299,194,0.7195,0.691
194,302,0.2546,0.4547
302,194,0.1631,0.6015
194,346,0.3117,0.323
346,194,0.0383,0.446
195,218,0.9001,0.9916
218,195,0.7072,0.4457
195,273,0.6966,0.9935
273,195,0.4986,0.2582
195,275,0.5298,0.3895
275,195,0.4521,0.4597
195,306,0.9596,0.3187
306,195,0.5107,0.6774
195,328,0.9803,0.4559
328,195,0.2726,0.86
196,204,0.5271,0.3746
204,196,0.1989,0.4853
196,249,0.7156,0.8977
249,196,0.7447,0.2882
196,254,0.9388,0.0843
254,196,0.2925,0.8763
196,266,0.379,0.0384
266,196,0.1768,0.9542
196,285,0.6753,0.3228
285,196,0.7802,0.0404
196,330,0.9766,0.3418
330,196,0.3523,0.2395
196,346,0.3627,0.7527
346,196,0.29,0.8505
197,251,0.9243,0.2147
251,197,0.8712,0.0889
197,272,0.1859,0.4128
272,197,0.1786,0.7888
197,281,0.7751,0.0466
281,197,0.8204,0.3743
197,284,0.5041,0.4203
284,197,0.863,0.1493
197,309,0.7893,0.5375
309,197,0.2507,0.3695
197,320,0.8866,0.0033
320,197,0.553,0.1816
197,329,0.0751,0.0835
329,197,0.1906,0.4685
198,348,0.2424,0.4115
348,198,0.6439,0.9164
198,351,0.4213,0.6051
351,198,0.3609,0.2254
198,364,0.9944,0.6608
364,198,0.0496,0.3354
198,393,0.2361,0.2274
393,198,0.5735,0.8834
198,399,0.6032,0.8776
399,198,0.5676,0.2678
198,441,0.0505,0.5701
441,198,0.1829,0.4293
198,476,0.154,0.8216
476,198,0.8536,0.1875
198,501,0.5255,0.604
501,198,0.2793,0.2869
198,549,0.1448,0.039
549,198,0.7593,0.839
198,564,0.5549,0.8611
564,198,0.7071,0.8171
199,200,0.9642,0.0742
200,199,0.6556,0.8523
199,203,0.0559,0.8484
203,199,0.3749,0.688
199,211,0.8166,0.819
211,199,0.1391,0.4866
199,212,0.1184,0.6759
212,199,0.9826,0.0077
199,222,0.9785,0.9562
222,199,0.9608,0.263
199,223,0.8198,0.9928
